Time:            18:40:47
Temperature:     -55.0 °C
Maximum current: 2.00 A
Number of steps: 10
Samples:         20
Measurements:    3
Delay:           0.1 s
Comment:         

First column : Current through magnets in A
Second column: Magnetic field in mT
Third column : Angle of rotation in °

-2.00     25.42   0.5298
-1.80     24.55   0.5268
-1.60     22.38   0.5230
-1.40     19.67   0.5159
-1.20     16.78   0.5051
-1.00     14.01   0.4928
-0.80     11.34   0.4820
-0.60      8.63   0.4668
-0.40      5.82   0.4523
-0.20      3.00   0.4359
 0.00      0.34   0.4185
 0.20     -2.20   0.3970
 0.40     -4.49   0.3762
 0.60     -6.81   0.3552
 0.80     -9.13   0.3338
 1.00    -11.55   0.3177
 1.20    -13.83   0.3119
 1.40    -16.44   0.3048
 1.60    -19.08   0.2896
 1.80    -21.80   0.2754
 2.00    -24.56   0.2615
 1.80    -24.47   0.2620
 1.60    -22.83   0.2673
 1.40    -20.23   0.2718
 1.20    -17.60   0.2803
 1.00    -14.92   0.2898
 0.80    -12.10   0.3011
 0.60     -9.31   0.3130
 0.40     -6.55   0.3276
 0.20     -3.83   0.3415
 0.00     -1.14   0.3579
-0.20      1.35   0.3789
-0.40      3.75   0.3964
-0.60      6.03   0.4222
-0.80      8.28   0.4431
-1.00     10.53   0.4692
-1.20     12.91   0.4672
-1.40     15.41   0.4701
-1.60     18.08   0.4826
-1.80     20.88   0.5016
-2.00     23.84   0.5195
