Time:            18:34:16
Temperature:     -55.0 °C
Maximum current: 2.00 A
Number of steps: 10
Samples:         20
Measurements:    3
Delay:           0.1 s
Comment:         

First column : Current through magnets in A
Second column: Magnetic field in mT
Third column : Angle of rotation in °

-2.00     25.35   0.4315
-1.80     24.61   0.4321
-1.60     22.28   0.4264
-1.40     19.64   0.4200
-1.20     16.85   0.4092
-1.00     14.16   0.3948
-0.80     11.29   0.3826
-0.60      8.60   0.3706
-0.40      5.75   0.3541
-0.20      3.06   0.3354
 0.00      0.44   0.3212
 0.20     -2.15   0.2981
 0.40     -4.52   0.2794
 0.60     -6.91   0.2594
 0.80     -9.18   0.2365
 1.00    -11.52   0.2224
 1.20    -13.87   0.2155
 1.40    -16.34   0.2051
 1.60    -19.02   0.1958
 1.80    -21.82   0.1775
 2.00    -24.57   0.1651
 1.80    -24.56   0.1653
 1.60    -22.77   0.1687
 1.40    -20.36   0.1725
 1.20    -17.60   0.1874
 1.00    -14.95   0.1948
 0.80    -12.16   0.2029
 0.60     -9.34   0.2213
 0.40     -6.63   0.2291
 0.20     -3.81   0.2472
 0.00     -1.12   0.2647
-0.20      1.34   0.2798
-0.40      3.73   0.3009
-0.60      6.12   0.3249
-0.80      8.34   0.3442
-1.00     10.49   0.3696
-1.20     13.05   0.3709
-1.40     15.55   0.3740
-1.60     18.17   0.3894
-1.80     20.99   0.4086
-2.00     23.83   0.4192
