Time:            19:25:01
Temperature:     -55.0 °C
Maximum current: 2.00 A
Number of steps: 10
Samples:         20
Measurements:    3
Delay:           0.1 s
Comment:         

First column : Current through magnets in A
Second column: Magnetic field in mT
Third column : Angle of rotation in °

-2.00     25.48   -0.0882
-1.80     24.64   -0.0929
-1.60     22.34   -0.0881
-1.40     19.67   -0.0843
-1.20     16.96   -0.0770
-1.00     14.14   -0.0662
-0.80     11.47   -0.0582
-0.60      8.64   -0.0497
-0.40      5.77   -0.0409
-0.20      3.05   -0.0330
 0.00      0.33   -0.0186
 0.20     -2.18   -0.0112
 0.40     -4.55   0.0037
 0.60     -6.82   0.0115
 0.80     -9.19   0.0688
 1.00    -11.40   0.0943
 1.20    -13.84   0.1073
 1.40    -16.36   0.1128
 1.60    -19.07   0.1218
 1.80    -21.80   0.1276
 2.00    -24.63   0.1324
 1.80    -24.68   0.1240
 1.60    -22.81   0.1242
 1.40    -20.40   0.1180
 1.20    -17.70   0.1158
 1.00    -14.91   0.1099
 0.80    -12.16   0.1082
 0.60     -9.53   0.1027
 0.40     -6.60   0.1042
 0.20     -3.84   0.0998
 0.00     -1.19   0.0896
-0.20      1.33   0.0878
-0.40      3.64   0.0824
-0.60      5.96   0.0738
-0.80      8.24   0.0247
-1.00     10.56   -0.0144
-1.20     12.89   -0.0300
-1.40     15.45   -0.0486
-1.60     18.24   -0.0580
-1.80     20.98   -0.0695
-2.00     23.81   -0.0795
