Time:            19:23:40
Temperature:     -55.0 °C
Maximum current: 2.00 A
Number of steps: 10
Samples:         20
Measurements:    3
Delay:           0.1 s
Comment:         

First column : Current through magnets in A
Second column: Magnetic field in mT
Third column : Angle of rotation in °

-2.00     25.46   -0.0805
-1.80     24.96   -0.0809
-1.60     22.44   -0.0808
-1.40     19.67   -0.0709
-1.20     16.88   -0.0653
-1.00     14.07   -0.0538
-0.80     11.35   -0.0588
-0.60      8.67   -0.0403
-0.40      5.86   -0.0291
-0.20      3.08   -0.0195
 0.00      0.44   -0.0118
 0.20     -2.13   0.0088
 0.40     -4.48   0.0090
 0.60     -6.90   0.0311
 0.80     -9.14   0.0769
 1.00    -11.45   0.1031
 1.20    -13.94   0.1203
 1.40    -16.35   0.1281
 1.60    -19.16   0.1351
 1.80    -21.75   0.1404
 2.00    -24.72   0.1442
 1.80    -24.53   0.1432
 1.60    -22.81   0.1387
 1.40    -20.50   0.1319
 1.20    -17.67   0.1274
 1.00    -15.01   0.1227
 0.80    -12.19   0.1173
 0.60     -9.31   0.1175
 0.40     -6.62   0.1134
 0.20     -3.97   0.1111
 0.00     -1.17   0.1037
-0.20      1.36   0.1005
-0.40      3.73   0.0934
-0.60      6.00   0.0857
-0.80      8.29   0.0396
-1.00     10.47   0.0046
-1.20     12.97   -0.0138
-1.40     15.51   -0.0258
-1.60     18.14   -0.0409
-1.80     20.98   -0.0474
-2.00     23.75   -0.0629
