Time:            19:22:32
Temperature:     -55.0 °C
Maximum current: 2.00 A
Number of steps: 10
Samples:         20
Measurements:    3
Delay:           0.1 s
Comment:         

First column : Current through magnets in A
Second column: Magnetic field in mT
Third column : Angle of rotation in °

-2.00     25.43   -0.0538
-1.80     24.72   -0.0589
-1.60     22.35   -0.0550
-1.40     19.71   -0.0557
-1.20     16.87   -0.0429
-1.00     14.09   -0.0375
-0.80     11.40   -0.0250
-0.60      8.64   -0.0163
-0.40      5.79   -0.0071
-0.20      3.07   0.0008
 0.00      0.40   0.0142
 0.20     -2.04   0.0199
 0.40     -4.46   0.0323
 0.60     -6.87   0.0458
 0.80     -9.20   0.0908
 1.00    -11.47   0.1232
 1.20    -13.90   0.1410
 1.40    -16.44   0.1444
 1.60    -19.09   0.1495
 1.80    -21.81   0.1545
 2.00    -24.61   0.1572
 1.80    -24.55   0.1576
 1.60    -22.82   0.1516
 1.40    -20.47   0.1528
 1.20    -17.70   0.1466
 1.00    -14.97   0.1443
 0.80    -12.07   0.1388
 0.60     -9.54   0.1350
 0.40     -6.63   0.1322
 0.20     -3.82   0.1274
 0.00     -1.32   0.1247
-0.20      1.36   0.1137
-0.40      3.74   0.1091
-0.60      6.04   0.0995
-0.80      8.27   0.0548
-1.00     10.47   0.0146
-1.20     12.96   0.0022
-1.40     15.40   -0.0139
-1.60     18.23   -0.0283
-1.80     20.95   -0.0396
-2.00     23.90   -0.0514
