Time:            19:24:15
Temperature:     -55.0 °C
Maximum current: 2.00 A
Number of steps: 10
Samples:         20
Measurements:    3
Delay:           0.1 s
Comment:         

First column : Current through magnets in A
Second column: Magnetic field in mT
Third column : Angle of rotation in °

-2.00     25.45   -0.0783
-1.80     24.55   -0.0786
-1.60     22.36   -0.0783
-1.40     19.69   -0.0697
-1.20     16.88   -0.0672
-1.00     14.09   -0.0586
-0.80     11.35   -0.0552
-0.60      8.56   -0.0417
-0.40      5.78   -0.0345
-0.20      2.97   -0.0250
 0.00      0.44   -0.0147
 0.20     -2.18   0.0010
 0.40     -4.53   0.0103
 0.60     -6.88   0.0251
 0.80     -9.14   0.0708
 1.00    -11.42   0.1094
 1.20    -13.90   0.1218
 1.40    -16.43   0.1284
 1.60    -19.10   0.1332
 1.80    -21.71   0.1385
 2.00    -24.64   0.1392
 1.80    -24.54   0.1362
 1.60    -22.76   0.1374
 1.40    -20.39   0.1304
 1.20    -17.74   0.1305
 1.00    -14.93   0.1220
 0.80    -12.13   0.1193
 0.60     -9.40   0.1157
 0.40     -6.64   0.1157
 0.20     -3.87   0.1113
 0.00     -1.34   0.1036
-0.20      1.26   0.1020
-0.40      3.72   0.0927
-0.60      6.00   0.0872
-0.80      8.36   0.0400
-1.00     10.54   0.0014
-1.20     12.89   -0.0205
-1.40     15.45   -0.0306
-1.60     18.17   -0.0449
-1.80     20.94   -0.0557
-2.00     23.90   -0.0701
