Time:            18:38:56
Temperature:     -55.0 °C
Maximum current: 2.00 A
Number of steps: 10
Samples:         20
Measurements:    3
Delay:           0.1 s
Comment:         

First column : Current through magnets in A
Second column: Magnetic field in mT
Third column : Angle of rotation in °

-2.00     25.37   0.5290
-1.80     24.75   0.5261
-1.60     22.26   0.5219
-1.40     19.67   0.5143
-1.20     16.81   0.5038
-1.00     14.07   0.4927
-0.80     11.22   0.4798
-0.60      8.57   0.4665
-0.40      5.73   0.4510
-0.20      2.98   0.4327
 0.00      0.35   0.4138
 0.20     -2.24   0.3961
 0.40     -4.56   0.3738
 0.60     -6.86   0.3533
 0.80     -9.21   0.3321
 1.00    -11.53   0.3162
 1.20    -13.86   0.3096
 1.40    -16.35   0.3033
 1.60    -19.05   0.2886
 1.80    -21.71   0.2748
 2.00    -24.63   0.2624
 1.80    -24.41   0.2597
 1.60    -22.79   0.2653
 1.40    -20.28   0.2710
 1.20    -17.62   0.2776
 1.00    -14.96   0.2896
 0.80    -12.14   0.2993
 0.60     -9.38   0.3118
 0.40     -6.54   0.3241
 0.20     -3.73   0.3412
 0.00     -1.18   0.3567
-0.20      1.35   0.3763
-0.40      3.64   0.3985
-0.60      6.07   0.4194
-0.80      8.19   0.4448
-1.00     10.38   0.4652
-1.20     13.25   0.4650
-1.40     15.32   0.4691
-1.60     18.37   0.4862
-1.80     20.76   0.5000
-2.00     23.89   0.5170
